time theta u w c-inband-real c-inband-imaginary c-outofband-real c-outofband-imaginary d-inband-real d-inband-imaginary d-outofband-real d-outofband-imaginary q-inband-real q-inband-imaginary q-outofband-reak q-outofband-imaginary
0.920 -14.453 0.744 0.002 -0.310 0.951 -0.808 -0.590 -0.000 0.001 -0.001 -0.001 -0.881 0.500 -0.015 0.000
0.921 -14.287 0.624 0.002 -0.149 0.989 -0.955 -0.295 -0.000 0.001 -0.001 -0.000 -0.881 0.500 -0.015 0.000
0.922 -14.121 0.486 0.002 0.016 1.000 -0.999 0.032 0.000 0.001 -0.001 0.000 -0.881 0.500 -0.015 0.000
0.923 -13.955 0.334 0.003 0.182 0.983 -0.934 0.357 0.000 0.001 -0.001 0.000 -0.881 0.500 -0.015 0.000
0.924 -13.787 0.173 0.003 0.343 0.939 -0.765 0.644 0.000 0.001 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.925 -13.620 0.006 0.004 0.495 0.869 -0.511 0.860 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.926 -13.451 -0.161 0.004 0.633 0.774 -0.198 0.980 -0.000 -0.001 0.000 -0.001 -0.881 0.500 -0.015 0.000
0.927 -13.283 -0.325 0.005 0.754 0.657 0.138 0.990 -0.001 -0.001 -0.000 -0.002 -0.881 0.500 -0.015 0.000
0.928 -13.113 -0.480 0.006 0.854 0.520 0.459 0.889 -0.002 -0.001 -0.001 -0.003 -0.881 0.500 -0.015 0.000
0.929 -12.944 -0.621 0.007 0.930 0.368 0.729 0.685 -0.004 -0.002 -0.003 -0.003 -0.881 0.500 -0.015 0.000
0.930 -12.773 -0.745 0.008 0.979 0.206 0.916 0.402 -0.006 -0.001 -0.005 -0.002 -0.881 0.500 -0.015 0.000
0.931 -12.603 -0.847 0.009 0.999 0.036 0.997 0.072 -0.008 -0.000 -0.008 -0.001 -0.881 0.500 -0.015 0.000
0.932 -12.431 -0.925 0.010 0.991 -0.135 0.964 -0.267 -0.010 0.001 -0.009 0.003 -0.881 0.500 -0.015 0.000
0.933 -12.259 -0.977 0.012 0.953 -0.302 0.817 -0.576 -0.011 0.004 -0.009 0.007 -0.881 0.500 -0.015 0.000
0.934 -12.087 -0.999 0.014 0.887 -0.461 0.575 -0.818 -0.012 0.006 -0.008 0.011 -0.881 0.500 -0.015 0.000
0.935 -11.914 -0.992 0.015 0.795 -0.607 0.264 -0.965 -0.012 0.009 -0.004 0.015 -0.881 0.500 -0.015 0.000
0.936 -11.741 -0.955 0.018 0.678 -0.735 -0.079 -0.997 -0.011 0.012 0.001 0.017 -0.881 0.500 -0.015 0.000
0.937 -11.568 -0.889 0.020 0.541 -0.841 -0.414 -0.910 -0.010 0.015 0.007 0.016 -0.881 0.500 -0.015 0.000
0.938 -11.393 -0.796 0.022 0.387 -0.922 -0.700 -0.714 -0.007 0.016 0.013 0.013 -0.881 0.500 -0.015 0.000
0.939 -11.219 -0.679 0.025 0.221 -0.975 -0.902 -0.432 -0.004 0.017 0.016 0.007 -0.881 0.500 -0.015 0.000
0.940 -11.044 -0.541 0.029 0.048 -0.999 -0.995 -0.096 -0.001 0.015 0.015 0.001 -0.881 0.500 -0.015 0.000
0.941 -10.868 -0.386 0.032 -0.127 -0.992 -0.968 0.252 0.002 0.012 0.012 -0.003 -0.881 0.500 -0.015 0.000
0.942 -10.692 -0.219 0.036 -0.299 -0.954 -0.822 0.570 0.002 0.008 0.006 -0.004 -0.881 0.500 -0.015 0.000
0.943 -10.516 -0.044 0.040 -0.461 -0.887 -0.574 0.819 0.001 0.002 0.001 -0.001 -0.881 0.500 -0.015 0.000
0.944 -10.339 0.132 0.045 -0.610 -0.792 -0.255 0.967 -0.004 -0.005 -0.002 0.006 -0.881 0.500 -0.015 0.000
0.945 -10.162 0.305 0.050 -0.740 -0.672 0.096 0.995 -0.011 -0.010 0.001 0.015 -0.881 0.500 -0.015 0.000
0.946 -9.985 0.468 0.056 -0.847 -0.531 0.436 0.900 -0.022 -0.014 0.011 0.024 -0.881 0.500 -0.015 0.000
0.947 -9.807 0.617 0.062 -0.928 -0.373 0.722 0.692 -0.036 -0.014 0.028 0.027 -0.881 0.500 -0.015 0.000
0.948 -9.628 0.747 0.069 -0.979 -0.202 0.918 0.396 -0.051 -0.010 0.047 0.020 -0.881 0.500 -0.015 0.000
0.949 -9.450 0.853 0.077 -1.000 -0.025 0.999 0.050 -0.065 -0.002 0.065 0.003 -0.881 0.500 -0.015 0.000
0.950 -9.271 0.933 0.085 -0.988 0.154 0.953 -0.304 -0.078 0.012 0.075 -0.024 -0.881 0.500 -0.015 0.000
0.951 -9.091 0.982 0.093 -0.945 0.328 0.785 -0.619 -0.087 0.030 0.072 -0.057 -0.881 0.500 -0.015 0.000
0.952 -8.911 1.000 0.103 -0.871 0.491 0.517 -0.856 -0.089 0.050 0.053 -0.088 -0.881 0.500 -0.015 0.000
0.953 -8.731 0.986 0.113 -0.769 0.639 0.182 -0.983 -0.086 0.071 0.020 -0.109 -0.881 0.500 -0.015 0.000
0.954 -8.551 0.939 0.124 -0.642 0.767 -0.177 -0.984 -0.075 0.089 -0.021 -0.114 -0.881 0.500 -0.015 0.000
0.955 -8.370 0.862 0.135 -0.493 0.870 -0.514 -0.858 -0.058 0.101 -0.060 -0.100 -0.881 0.500 -0.015 0.000
0.956 -8.189 0.757 0.148 -0.328 0.945 -0.784 -0.620 -0.037 0.106 -0.088 -0.069 -0.881 0.500 -0.015 0.000
0.957 -8.007 0.626 0.161 -0.152 0.988 -0.953 -0.301 -0.015 0.100 -0.096 -0.030 -0.881 0.500 -0.015 0.000
0.958 -7.825 0.475 0.175 0.029 1.000 -0.998 0.057 0.002 0.083 -0.083 0.005 -0.881 0.500 -0.015 0.000
0.959 -7.643 0.308 0.190 0.209 0.978 -0.912 0.409 0.012 0.057 -0.053 0.024 -0.881 0.500 -0.015 0.000
0.960 -7.461 0.130 0.206 0.383 0.924 -0.706 0.708 0.010 0.025 -0.019 0.019 -0.881 0.500 -0.015 0.000
0.961 -7.278 -0.052 0.223 0.545 0.839 -0.407 0.914 -0.006 -0.010 0.005 -0.011 -0.881 0.500 -0.015 0.000
0.962 -7.095 -0.233 0.240 0.688 0.726 -0.053 0.999 -0.039 -0.041 0.003 -0.056 -0.881 0.500 -0.015 0.000
0.963 -6.912 -0.407 0.259 0.809 0.588 0.309 0.951 -0.085 -0.062 -0.032 -0.100 -0.881 0.500 -0.015 0.000
0.964 -6.728 -0.567 0.278 0.903 0.430 0.630 0.777 -0.142 -0.068 -0.099 -0.122 -0.881 0.500 -0.015 0.000
0.965 -6.544 -0.708 0.298 0.966 0.258 0.867 0.499 -0.204 -0.054 -0.183 -0.105 -0.881 0.500 -0.015 0.000
0.966 -6.360 -0.825 0.319 0.997 0.077 0.988 0.153 -0.263 -0.020 -0.260 -0.040 -0.881 0.500 -0.015 0.000
0.967 -6.176 -0.915 0.341 0.994 -0.107 0.977 -0.213 -0.310 0.033 -0.305 0.066 -0.881 0.500 -0.015 0.000
0.968 -5.991 -0.973 0.364 0.958 -0.288 0.834 -0.551 -0.339 0.102 -0.295 0.195 -0.881 0.500 -0.015 0.000
0.969 -5.806 -0.999 0.387 0.889 -0.459 0.579 -0.815 -0.344 0.177 -0.224 0.315 -0.881 0.500 -0.015 0.000
0.970 -5.621 -0.990 0.411 0.789 -0.614 0.245 -0.970 -0.321 0.250 -0.100 0.395 -0.881 0.500 -0.015 0.000
0.971 -5.436 -0.948 0.436 0.662 -0.749 -0.123 -0.992 -0.274 0.310 0.051 0.410 -0.881 0.500 -0.015 0.000
0.972 -5.251 -0.873 0.461 0.513 -0.859 -0.474 -0.880 -0.206 0.346 0.191 0.354 -0.881 0.500 -0.015 0.000
0.973 -5.065 -0.768 0.487 0.345 -0.938 -0.761 -0.648 -0.129 0.351 0.285 0.242 -0.881 0.500 -0.015 0.000
0.974 -4.879 -0.637 0.513 0.166 -0.986 -0.945 -0.327 -0.054 0.322 0.309 0.107 -0.881 0.500 -0.015 0.000
0.975 -4.693 -0.483 0.539 -0.019 -1.000 -0.999 0.039 0.005 0.261 0.260 -0.010 -0.881 0.500 -0.015 0.000
0.976 -4.507 -0.313 0.566 -0.204 -0.979 -0.917 0.400 0.036 0.173 0.162 -0.071 -0.881 0.500 -0.015 0.000
0.977 -4.320 -0.131 0.593 -0.382 -0.924 -0.708 0.706 0.030 0.072 0.055 -0.055 -0.881 0.500 -0.015 0.000
0.978 -4.134 0.055 0.620 -0.547 -0.837 -0.402 0.916 -0.019 -0.029 -0.014 0.031 -0.881 0.500 -0.015 0.000
0.979 -3.947 0.240 0.647 -0.693 -0.721 -0.040 0.999 -0.107 -0.112 -0.006 0.155 -0.881 0.500 -0.015 0.000
0.980 -3.760 0.416 0.674 -0.815 -0.580 0.328 0.945 -0.228 -0.162 0.092 0.265 -0.881 0.500 -0.015 0.000
0.981 -3.573 0.578 0.700 -0.908 -0.418 0.650 0.760 -0.367 -0.169 0.263 0.307 -0.881 0.500 -0.015 0.000
0.982 -3.386 0.720 0.726 -0.970 -0.242 0.883 0.469 -0.507 -0.126 0.461 0.245 -0.881 0.500 -0.015 0.000
0.983 -3.198 0.836 0.752 -0.998 -0.057 0.994 0.113 -0.628 -0.036 0.625 0.071 -0.881 0.500 -0.015 0.000
0.984 -3.011 0.924 0.777 -0.991 0.130 0.966 -0.259 -0.711 0.094 0.693 -0.185 -0.881 0.500 -0.015 0.000
0.985 -2.823 0.979 0.801 -0.950 0.313 0.804 -0.595 -0.745 0.245 0.630 -0.466 -0.881 0.500 -0.015 0.000
0.986 -2.636 1.000 0.824 -0.875 0.485 0.530 -0.848 -0.721 0.399 0.437 -0.699 -0.881 0.500 -0.015 0.000
0.987 -2.448 0.986 0.846 -0.769 0.640 0.182 -0.983 -0.641 0.533 0.152 -0.820 -0.881 0.500 -0.015 0.000
0.988 -2.260 0.937 0.867 -0.636 0.772 -0.192 -0.981 -0.516 0.627 -0.156 -0.797 -0.881 0.500 -0.015 0.000
0.989 -2.072 0.855 0.887 -0.480 0.877 -0.539 -0.843 -0.364 0.665 -0.408 -0.639 -0.881 0.500 -0.015 0.000
0.990 -1.884 0.742 0.906 -0.308 0.951 -0.810 -0.586 -0.207 0.640 -0.545 -0.394 -0.881 0.500 -0.015 0.000
0.991 -1.696 0.604 0.923 -0.124 0.992 -0.969 -0.247 -0.069 0.553 -0.540 -0.138 -0.881 0.500 -0.015 0.000
0.992 -1.507 0.444 0.939 0.063 0.998 -0.992 0.127 0.026 0.416 -0.414 0.053 -0.881 0.500 -0.015 0.000
0.993 -1.319 0.269 0.953 0.249 0.968 -0.876 0.482 0.064 0.248 -0.224 0.123 -0.881 0.500 -0.015 0.000
0.994 -1.131 0.083 0.965 0.426 0.905 -0.637 0.771 0.034 0.073 -0.051 0.062 -0.881 0.500 -0.015 0.000
0.995 -0.942 -0.105 0.976 0.588 0.809 -0.309 0.951 -0.060 -0.083 0.032 -0.097 -0.881 0.500 -0.015 0.000
0.996 -0.754 -0.289 0.984 0.729 0.684 0.063 0.998 -0.207 -0.195 -0.018 -0.284 -0.881 0.500 -0.015 0.000
0.997 -0.565 -0.463 0.991 0.844 0.536 0.426 0.905 -0.388 -0.246 -0.196 -0.416 -0.881 0.500 -0.015 0.000
0.998 -0.377 -0.621 0.996 0.930 0.368 0.729 0.685 -0.575 -0.228 -0.451 -0.424 -0.881 0.500 -0.015 0.000
0.999 -0.188 -0.757 0.999 0.982 0.187 0.930 0.368 -0.743 -0.142 -0.703 -0.278 -0.881 0.500 -0.015 0.000
1.000 0.000 -0.866 1.000 1.000 -0.000 1.000 -0.000 -0.866 0.000 -0.866 0.000 -0.881 0.500 -0.015 0.000

