time alpha-beta alpha-gamma beta-gamma alpha-gamma-minus-alpha-beta
3.56500e+00 -3.67301e+01 -3.51218e+01 1.59705e+00 1.60827e+00
3.57000e+00 -3.69920e+01 -3.82589e+01 -1.24903e+00 -1.26688e+00
3.57500e+00 -3.72245e+01 -4.13183e+01 -4.08952e+00 -4.09376e+00
3.58000e+00 -3.75046e+01 -4.43858e+01 -6.89034e+00 -6.88119e+00
3.58500e+00 -3.77045e+01 -4.74376e+01 -9.71371e+00 -9.73319e+00
3.59000e+00 -3.79839e+01 -5.03484e+01 -1.23698e+01 -1.23645e+01
3.59500e+00 -3.82524e+01 -5.32393e+01 -1.49863e+01 -1.49869e+01
3.60000e+00 -3.84987e+01 -5.60284e+01 -1.75096e+01 -1.75297e+01
3.60500e+00 -3.87763e+01 -5.87575e+01 -1.99968e+01 -1.99812e+01
3.61000e+00 -3.89845e+01 -6.13118e+01 -2.23416e+01 -2.23274e+01
3.61500e+00 -3.92933e+01 -6.38489e+01 -2.45321e+01 -2.45556e+01
3.62000e+00 -3.95044e+01 -6.61766e+01 -2.66683e+01 -2.66722e+01
3.62500e+00 -3.97406e+01 -6.83533e+01 -2.86278e+01 -2.86128e+01
3.63000e+00 -3.99889e+01 -7.04768e+01 -3.04811e+01 -3.04879e+01
3.63500e+00 -4.02288e+01 -7.23226e+01 -3.20859e+01 -3.20938e+01
3.64000e+00 -4.05250e+01 -7.40811e+01 -3.35603e+01 -3.35561e+01
3.64500e+00 -4.07497e+01 -7.56445e+01 -3.48864e+01 -3.48948e+01
3.65000e+00 -4.10103e+01 -7.70398e+01 -3.60267e+01 -3.60295e+01
3.65500e+00 -4.12677e+01 -7.82148e+01 -3.69646e+01 -3.69470e+01
3.66000e+00 -4.15457e+01 -7.92440e+01 -3.76745e+01 -3.76983e+01
3.66500e+00 -4.17620e+01 -8.00676e+01 -3.82995e+01 -3.83055e+01
3.67000e+00 -4.19991e+01 -8.06598e+01 -3.86763e+01 -3.86607e+01
3.67500e+00 -4.22228e+01 -8.10974e+01 -3.88781e+01 -3.88746e+01
3.68000e+00 -4.25185e+01 -8.13668e+01 -3.88311e+01 -3.88483e+01
3.68500e+00 -4.27636e+01 -8.14258e+01 -3.86787e+01 -3.86622e+01
3.69000e+00 -4.30501e+01 -8.13788e+01 -3.83142e+01 -3.83286e+01
3.69500e+00 -4.32611e+01 -8.11875e+01 -3.79032e+01 -3.79264e+01
3.70000e+00 -4.35582e+01 -8.07961e+01 -3.72499e+01 -3.72378e+01
3.70500e+00 -4.37608e+01 -8.02797e+01 -3.65256e+01 -3.65189e+01
3.71000e+00 -4.40341e+01 -7.95659e+01 -3.55095e+01 -3.55318e+01
3.71500e+00 -4.42174e+01 -7.86691e+01 -3.44543e+01 -3.44516e+01
3.72000e+00 -4.45369e+01 -7.76829e+01 -3.31409e+01 -3.31460e+01
3.72500e+00 -4.47384e+01 -7.64668e+01 -3.16970e+01 -3.17283e+01
3.73000e+00 -4.50803e+01 -7.51747e+01 -3.01135e+01 -3.00944e+01
3.73500e+00 -4.52462e+01 -7.36716e+01 -2.84257e+01 -2.84255e+01
3.74000e+00 -4.55764e+01 -7.21183e+01 -2.65287e+01 -2.65419e+01
3.74500e+00 -4.57583e+01 -7.03574e+01 -2.46136e+01 -2.45991e+01
3.75000e+00 -4.60551e+01 -6.84516e+01 -2.24056e+01 -2.23964e+01
3.75500e+00 -4.62164e+01 -6.64912e+01 -2.02682e+01 -2.02747e+01
3.76000e+00 -4.65121e+01 -6.42627e+01 -1.77597e+01 -1.77506e+01
3.76500e+00 -4.67351e+01 -6.20551e+01 -1.53334e+01 -1.53200e+01
3.77000e+00 -4.70632e+01 -5.96543e+01 -1.25813e+01 -1.25912e+01
3.77500e+00 -4.72568e+01 -5.71150e+01 -9.86386e+00 -9.85819e+00
3.78000e+00 -4.75454e+01 -5.44829e+01 -6.95262e+00 -6.93753e+00
3.78500e+00 -4.77577e+01 -5.17831e+01 -4.02200e+00 -4.02543e+00
3.79000e+00 -4.80227e+01 -4.89692e+01 -9.37397e-01 -9.46537e-01
3.79500e+00 -4.82692e+01 -4.60802e+01 2.17873e+00 2.18898e+00
3.80000e+00 -4.84938e+01 -4.31236e+01 5.37471e+00 5.37019e+00
3.80500e+00 -4.87608e+01 -4.01219e+01 8.64293e+00 8.63883e+00
3.81000e+00 -4.89995e+01 -3.70469e+01 1.19383e+01 1.19526e+01
3.81500e+00 -4.92779e+01 -3.40117e+01 1.52709e+01 1.52662e+01
3.82000e+00 -4.95339e+01 -3.09316e+01 1.86106e+01 1.86023e+01
3.82500e+00 -4.97303e+01 -2.78471e+01 2.18631e+01 2.18832e+01
3.83000e+00 -5.00433e+01 -2.48129e+01 2.52428e+01 2.52304e+01
3.83500e+00 -5.02233e+01 -2.17737e+01 2.84611e+01 2.84496e+01
3.84000e+00 -5.05409e+01 -1.87706e+01 3.17571e+01 3.17703e+01
3.84500e+00 -5.06914e+01 -1.58382e+01 3.48397e+01 3.48532e+01
3.85000e+00 -5.10247e+01 -1.29759e+01 3.80692e+01 3.80488e+01
3.85500e+00 -5.11236e+01 -1.02076e+01 4.09248e+01 4.09160e+01
3.86000e+00 -5.09915e+01 -7.52846e+00 4.34903e+01 4.34631e+01
3.86500e+00 -5.08085e+01 -4.96923e+00 4.58544e+01 4.58393e+01
3.87000e+00 -5.06175e+01 -2.52776e+00 4.80748e+01 4.80897e+01
3.87500e+00 -5.04480e+01 -2.25618e-01 5.02173e+01 5.02224e+01
3.88000e+00 -5.02216e+01 1.89757e+00 5.21369e+01 5.21192e+01
3.88500e+00 -5.00742e+01 3.91846e+00 5.39977e+01 5.39927e+01
3.89000e+00 -4.98113e+01 5.74166e+00 5.55486e+01 5.55530e+01
3.89500e+00 -4.96843e+01 7.40883e+00 5.70900e+01 5.70931e+01
3.90000e+00 -4.94623e+01 8.85625e+00 5.83335e+01 5.83185e+01
3.90500e+00 -4.92683e+01 1.01147e+01 5.93919e+01 5.93831e+01
3.91000e+00 -4.90906e+01 1.12144e+01 6.02972e+01 6.03050e+01
3.91500e+00 -4.88334e+01 1.20930e+01 6.09291e+01 6.09265e+01
3.92000e+00 -4.87036e+01 1.27383e+01 6.14536e+01 6.14419e+01
3.92500e+00 -4.84031e+01 1.32468e+01 6.16598e+01 6.16499e+01
3.93000e+00 -4.83065e+01 1.35263e+01 6.18247e+01 6.18327e+01
3.93500e+00 -4.80066e+01 1.36387e+01 6.16497e+01 6.16452e+01
3.94000e+00 -4.78928e+01 1.35351e+01 6.14463e+01 6.14279e+01
3.94500e+00 -4.76423e+01 1.33185e+01 6.09662e+01 6.09608e+01
3.95000e+00 -4.74706e+01 1.29841e+01 6.04413e+01 6.04548e+01
3.95500e+00 -4.72353e+01 1.23547e+01 5.95977e+01 5.95900e+01
3.96000e+00 -4.70314e+01 1.16201e+01 5.86565e+01 5.86515e+01
3.96500e+00 -4.68177e+01 1.07111e+01 5.75260e+01 5.75289e+01
3.97000e+00 -4.66383e+01 9.62504e+00 5.62563e+01 5.62633e+01
3.97500e+00 -4.63726e+01 8.40259e+00 5.47858e+01 5.47751e+01
3.98000e+00 -4.62376e+01 6.96734e+00 5.32105e+01 5.32049e+01
3.98500e+00 -4.59796e+01 5.50680e+00 5.14852e+01 5.14864e+01
3.99000e+00 -4.58203e+01 3.77153e+00 4.95809e+01 4.95919e+01
3.99500e+00 -4.55425e+01 1.95674e+00 4.75187e+01 4.74992e+01
4.00000e+00 -4.53709e+01 -1.38691e-02 4.53715e+01 4.53570e+01
4.00500e+00 -4.51277e+01 -2.09818e+00 4.30227e+01 4.30296e+01
4.01000e+00 -4.49580e+01 -4.30310e+00 4.06515e+01 4.06549e+01
4.01500e+00 -4.47248e+01 -6.69161e+00 3.80650e+01 3.80332e+01
4.02000e+00 -4.45419e+01 -9.14233e+00 3.54043e+01 3.53995e+01
4.02500e+00 -4.42862e+01 -1.16830e+01 3.25877e+01 3.26032e+01
4.03000e+00 -4.41492e+01 -1.44106e+01 2.97345e+01 2.97386e+01
4.03500e+00 -4.38320e+01 -1.71691e+01 2.66847e+01 2.66628e+01
4.04000e+00 -4.37272e+01 -2.00703e+01 2.36658e+01 2.36569e+01
4.04500e+00 -4.33901e+01 -2.29584e+01 2.04249e+01 2.04317e+01
4.05000e+00 -4.33006e+01 -2.59975e+01 1.73097e+01 1.73030e+01
4.05500e+00 -4.29963e+01 -2.90098e+01 1.39829e+01 1.39864e+01
4.06000e+00 -4.28313e+01 -3.20651e+01 1.07547e+01 1.07663e+01
4.06500e+00 -4.26009e+01 -3.51665e+01 7.43921e+00 7.43443e+00
4.07000e+00 -4.23957e+01 -3.82985e+01 4.12220e+00 4.09717e+00
4.07500e+00 -4.22269e+01 -4.13573e+01 8.70286e-01 8.69530e-01
4.08000e+00 -4.19390e+01 -4.44313e+01 -2.49603e+00 -2.49229e+00
4.08500e+00 -4.17813e+01 -4.74506e+01 -5.65853e+00 -5.66933e+00
4.09000e+00 -4.15176e+01 -5.04244e+01 -8.89033e+00 -8.90676e+00
4.09500e+00 -4.13446e+01 -5.32762e+01 -1.19287e+01 -1.19315e+01
4.10000e+00 -4.11076e+01 -5.60588e+01 -1.49483e+01 -1.49512e+01
4.10500e+00 -4.08957e+01 -5.88085e+01 -1.78912e+01 -1.79128e+01
4.11000e+00 -4.07081e+01 -6.13695e+01 -2.06405e+01 -2.06614e+01
4.11500e+00 -4.04685e+01 -6.38617e+01 -2.34020e+01 -2.33932e+01
4.12000e+00 -4.02892e+01 -6.62177e+01 -2.59270e+01 -2.59286e+01
4.12500e+00 -4.00015e+01 -6.84302e+01 -2.84041e+01 -2.84286e+01
4.13000e+00 -3.98412e+01 -7.05044e+01 -3.06554e+01 -3.06632e+01
4.13500e+00 -3.95691e+01 -7.23730e+01 -3.28034e+01 -3.28039e+01
4.14000e+00 -3.94020e+01 -7.41467e+01 -3.47273e+01 -3.47447e+01
4.14500e+00 -3.91375e+01 -7.56881e+01 -3.65521e+01 -3.65506e+01
4.15000e+00 -3.89600e+01 -7.70582e+01 -3.81089e+01 -3.80983e+01
4.15500e+00 -3.87543e+01 -7.82681e+01 -3.95173e+01 -3.95137e+01
4.16000e+00 -3.85394e+01 -7.92727e+01 -4.07185e+01 -4.07333e+01
4.16500e+00 -3.83256e+01 -8.01001e+01 -4.17792e+01 -4.17746e+01
4.17000e+00 -3.80377e+01 -8.07017e+01 -4.26696e+01 -4.26639e+01
4.17500e+00 -3.78636e+01 -8.11369e+01 -4.32574e+01 -4.32733e+01
4.18000e+00 -3.76244e+01 -8.14208e+01 -4.37779e+01 -4.37964e+01
4.18500e+00 -3.74415e+01 -8.14550e+01 -4.40265e+01 -4.40135e+01
4.19000e+00 -3.72206e+01 -8.14129e+01 -4.41956e+01 -4.41923e+01
4.19500e+00 -3.69811e+01 -8.12118e+01 -4.42086e+01 -4.42307e+01
4.20000e+00 -3.68228e+01 -8.08338e+01 -4.39997e+01 -4.40109e+01
4.20500e+00 -3.65338e+01 -8.03115e+01 -4.37872e+01 -4.37777e+01
4.21000e+00 -3.63765e+01 -7.95637e+01 -4.31875e+01 -4.31872e+01
4.21500e+00 -3.60868e+01 -7.87404e+01 -4.26493e+01 -4.26536e+01
4.22000e+00 -3.59349e+01 -7.76839e+01 -4.17619e+01 -4.17490e+01
4.22500e+00 -3.56782e+01 -7.64939e+01 -4.08282e+01 -4.08157e+01
4.23000e+00 -3.54665e+01 -7.52224e+01 -3.97465e+01 -3.97558e+01
4.23500e+00 -3.52600e+01 -7.36947e+01 -3.84180e+01 -3.84347e+01
4.24000e+00 -3.50161e+01 -7.21264e+01 -3.71267e+01 -3.71103e+01
4.24500e+00 -3.48687e+01 -7.03712e+01 -3.55108e+01 -3.55025e+01
4.25000e+00 -3.45886e+01 -6.85044e+01 -3.38899e+01 -3.39158e+01
4.25500e+00 -3.43829e+01 -6.64731e+01 -3.20873e+01 -3.20902e+01
4.26000e+00 -3.41148e+01 -6.43160e+01 -3.02077e+01 -3.02012e+01
4.26500e+00 -3.39322e+01 -6.20799e+01 -2.81384e+01 -2.81477e+01
4.27000e+00 -3.37002e+01 -5.96831e+01 -2.59677e+01 -2.59829e+01
4.27500e+00 -3.34795e+01 -5.71125e+01 -2.36418e+01 -2.36330e+01
4.28000e+00 -3.32450e+01 -5.45143e+01 -2.12631e+01 -2.12693e+01
4.28500e+00 -3.30540e+01 -5.18001e+01 -1.87383e+01 -1.87461e+01
4.29000e+00 -3.28212e+01 -4.89697e+01 -1.61603e+01 -1.61485e+01
4.29500e+00 -3.25998e+01 -4.61197e+01 -1.35223e+01 -1.35199e+01
4.30000e+00 -3.23623e+01 -4.31472e+01 -1.07542e+01 -1.07849e+01
4.30500e+00 -3.21396e+01 -4.01592e+01 -8.01324e+00 -8.01960e+00
4.31000e+00 -3.19222e+01 -3.70713e+01 -5.16676e+00 -5.14904e+00
4.31500e+00 -3.17047e+01 -3.40368e+01 -2.32111e+00 -2.33207e+00
4.32000e+00 -3.14655e+01 -3.09577e+01 5.14397e-01 5.07811e-01
4.32500e+00 -3.12548e+01 -2.78672e+01 3.38073e+00 3.38757e+00
4.33000e+00 -3.10478e+01 -2.48301e+01 6.20844e+00 6.21774e+00
4.33500e+00 -3.08545e+01 -2.17883e+01 9.07840e+00 9.06619e+00
4.34000e+00 -3.05769e+01 -1.88186e+01 1.17566e+01 1.17583e+01
4.34500e+00 -3.03716e+01 -1.58451e+01 1.45191e+01 1.45265e+01
4.35000e+00 -3.01331e+01 -1.30164e+01 1.71297e+01 1.71167e+01
4.35500e+00 -2.99466e+01 -1.02356e+01 1.97307e+01 1.97111e+01
4.36000e+00 -2.97096e+01 -7.55467e+00 2.21540e+01 2.21549e+01
4.36500e+00 -2.94739e+01 -4.97290e+00 2.45022e+01 2.45010e+01
4.37000e+00 -2.92877e+01 -2.56302e+00 2.67341e+01 2.67247e+01
4.37500e+00 -2.90386e+01 -2.58653e-01 2.87805e+01 2.87800e+01
4.38000e+00 -2.88224e+01 1.88973e+00 3.07061e+01 3.07122e+01
4.38500e+00 -2.86097e+01 3.88053e+00 3.25022e+01 3.24902e+01
4.39000e+00 -2.83289e+01 5.69868e+00 3.40293e+01 3.40276e+01
4.39500e+00 -2.81741e+01 7.35649e+00 3.55207e+01 3.55306e+01
4.40000e+00 -2.78660e+01 8.84404e+00 3.67085e+01 3.67100e+01
4.40500e+00 -2.77236e+01 1.00816e+01 3.78184e+01 3.78052e+01
4.41000e+00 -2.74200e+01 1.12000e+01 3.86117e+01 3.86200e+01
4.41500e+00 -2.72740e+01 1.20518e+01 3.93185e+01 3.93258e+01
4.42000e+00 -2.70045e+01 1.27216e+01 3.97391e+01 3.97261e+01
4.42500e+00 -2.67788e+01 1.31958e+01 3.99855e+01 3.99746e+01
4.43000e+00 -2.65405e+01 1.34970e+01 4.00317e+01 4.00375e+01
4.43500e+00 -2.63038e+01 1.36023e+01 3.99089e+01 3.99061e+01
4.44000e+00 -2.61231e+01 1.35046e+01 3.96589e+01 3.96277e+01
4.44500e+00 -2.58667e+01 1.32859e+01 3.91570e+01 3.91526e+01
4.45000e+00 -2.56609e+01 1.29648e+01 3.86203e+01 3.86257e+01
4.45500e+00 -2.54073e+01 1.23150e+01 3.77313e+01 3.77222e+01
4.46000e+00 -2.52159e+01 1.16023e+01 3.68330e+01 3.68182e+01
4.46500e+00 -2.49964e+01 1.06737e+01 3.56559e+01 3.56701e+01
4.47000e+00 -2.47467e+01 9.57969e+00 3.43267e+01 3.43264e+01
4.47500e+00 -2.45500e+01 8.35117e+00 3.29166e+01 3.29012e+01
4.48000e+00 -2.42702e+01 6.95509e+00 3.12141e+01 3.12253e+01
4.48500e+00 -2.41466e+01 5.47631e+00 2.96021e+01 2.96229e+01
4.49000e+00 -2.38204e+01 3.71249e+00 2.75423e+01 2.75329e+01
4.49500e+00 -2.36706e+01 1.92938e+00 2.56060e+01 2.56000e+01
4.50000e+00 -2.34021e+01 -1.58081e-02 2.33674e+01 2.33863e+01
4.50500e+00 -2.32069e+01 -2.16095e+00 2.10454e+01 2.10459e+01
4.51000e+00 -2.29806e+01 -4.35702e+00 1.86496e+01 1.86236e+01
4.51500e+00 -2.26879e+01 -6.71027e+00 1.59743e+01 1.59776e+01
4.52000e+00 -2.25351e+01 -9.14343e+00 1.33736e+01 1.33917e+01
4.52500e+00 -2.22202e+01 -1.17546e+01 1.04804e+01 1.04655e+01
4.53000e+00 -2.20993e+01 -1.44449e+01 7.65335e+00 7.65440e+00
4.53500e+00 -2.17902e+01 -1.71868e+01 4.59617e+00 4.60339e+00
4.54000e+00 -2.15925e+01 -2.01127e+01 1.49769e+00 1.47986e+00
4.54500e+00 -2.13535e+01 -2.29868e+01 -1.63217e+00 -1.63332e+00
4.55000e+00 -2.10885e+01 -2.60129e+01 -4.92976e+00 -4.92446e+00
4.55500e+00 -2.09085e+01 -2.90185e+01 -8.10861e+00 -8.10998e+00
4.56000e+00 -2.05839e+01 -3.21276e+01 -1.15318e+01 -1.15437e+01
4.56500e+00 -2.04899e+01 -3.51812e+01 -1.47003e+01 -1.46913e+01
4.57000e+00 -2.01530e+01 -3.83151e+01 -1.81606e+01 -1.81621e+01
4.57500e+00 -2.00127e+01 -4.13794e+01 -2.13582e+01 -2.13668e+01
4.58000e+00 -1.97134e+01 -4.44596e+01 -2.47550e+01 -2.47463e+01
4.58500e+00 -1.95071e+01 -4.74632e+01 -2.79656e+01 -2.79561e+01
4.59000e+00 -1.93052e+01 -5.04361e+01 -3.11179e+01 -3.11309e+01
4.59500e+00 -1.90075e+01 -5.33329e+01 -3.43220e+01 -3.43255e+01
4.60000e+00 -1.88637e+01 -5.60712e+01 -3.72213e+01 -3.72076e+01
4.60500e+00 -1.85286e+01 -5.88269e+01 -4.02864e+01 -4.02983e+01
4.61000e+00 -1.84372e+01 -6.13894e+01 -4.29450e+01 -4.29522e+01
4.61500e+00 -1.81132e+01 -6.39027e+01 -4.58002e+01 -4.57895e+01
4.62000e+00 -1.79398e+01 -6.62246e+01 -4.82903e+01 -4.82848e+01
4.62500e+00 -1.76667e+01 -6.84535e+01 -5.07766e+01 -5.07868e+01
4.63000e+00 -1.74079e+01 -7.05289e+01 -5.31086e+01 -5.31210e+01
4.63500e+00 -1.72808e+01 -7.23753e+01 -5.51058e+01 -5.50945e+01
4.64000e+00 -1.69111e+01 -7.41766e+01 -5.72410e+01 -5.72655e+01
4.64500e+00 -1.68091e+01 -7.57078e+01 -5.88713e+01 -5.88987e+01
4.65000e+00 -1.64732e+01 -7.70763e+01 -6.06116e+01 -6.06031e+01
4.65500e+00 -1.63430e+01 -7.82749e+01 -6.19447e+01 -6.19318e+01
4.66000e+00 -1.60674e+01 -7.92851e+01 -6.32020e+01 -6.32177e+01
4.66500e+00 -1.58101e+01 -8.01124e+01 -6.43155e+01 -6.43022e+01
4.67000e+00 -1.56208e+01 -8.07107e+01 -6.51022e+01 -6.50899e+01
4.67500e+00 -1.53147e+01 -8.11711e+01 -6.58265e+01 -6.58564e+01
4.68000e+00 -1.51843e+01 -8.14264e+01 -6.62258e+01 -6.62421e+01
4.68500e+00 -1.48477e+01 -8.14822e+01 -6.66470e+01 -6.66345e+01
4.69000e+00 -1.46957e+01 -8.14232e+01 -6.67200e+01 -6.67275e+01
4.69500e+00 -1.44018e+01 -8.12204e+01 -6.68168e+01 -6.68186e+01
4.70000e+00 -1.42086e+01 -8.08447e+01 -6.66506e+01 -6.66361e+01
4.70500e+00 -1.39571e+01 -8.03216e+01 -6.63722e+01 -6.63645e+01
4.71000e+00 -1.37101e+01 -7.95906e+01 -6.58548e+01 -6.58804e+01
4.71500e+00 -1.35187e+01 -7.87434e+01 -6.52293e+01 -6.52247e+01
4.72000e+00 -1.32568e+01 -7.76976e+01 -6.44458e+01 -6.44408e+01
4.72500e+00 -1.30504e+01 -7.65169e+01 -6.34451e+01 -6.34665e+01
4.73000e+00 -1.27634e+01 -7.52089e+01 -6.24309e+01 -6.24455e+01
4.73500e+00 -1.25628e+01 -7.36929e+01 -6.11471e+01 -6.11301e+01
4.74000e+00 -1.23350e+01 -7.21216e+01 -5.97743e+01 -5.97866e+01
4.74500e+00 -1.21192e+01 -7.03909e+01 -5.82670e+01 -5.82718e+01
4.75000e+00 -1.18890e+01 -6.84807e+01 -5.66040e+01 -5.65917e+01
4.75500e+00 -1.16357e+01 -6.65022e+01 -5.48787e+01 -5.48665e+01
4.76000e+00 -1.14145e+01 -6.43227e+01 -5.28991e+01 -5.29081e+01
4.76500e+00 -1.11686e+01 -6.20885e+01 -5.09189e+01 -5.09198e+01
4.77000e+00 -1.09310e+01 -5.96644e+01 -4.87497e+01 -4.87334e+01
4.77500e+00 -1.06893e+01 -5.71433e+01 -4.64264e+01 -4.64541e+01
4.78000e+00 -1.04411e+01 -5.44964e+01 -4.40566e+01 -4.40552e+01
4.78500e+00 -1.02808e+01 -5.17875e+01 -4.15170e+01 -4.15067e+01
4.79000e+00 -9.99889e+00 -4.89726e+01 -3.89615e+01 -3.89738e+01
4.79500e+00 -9.80014e+00 -4.61411e+01 -3.63156e+01 -3.63409e+01
4.80000e+00 -9.51148e+00 -4.31146e+01 -3.36071e+01 -3.36032e+01
4.80500e+00 -9.30573e+00 -4.01579e+01 -3.08623e+01 -3.08522e+01
4.81000e+00 -9.03267e+00 -3.70789e+01 -2.80402e+01 -2.80462e+01
4.81500e+00 -8.81501e+00 -3.40374e+01 -2.52201e+01 -2.52224e+01
4.82000e+00 -8.52746e+00 -3.09295e+01 -2.24083e+01 -2.24020e+01
4.82500e+00 -8.38143e+00 -2.78802e+01 -1.94812e+01 -1.94988e+01
4.83000e+00 -8.05389e+00 -2.48129e+01 -1.67558e+01 -1.67590e+01
4.83500e+00 -7.95508e+00 -2.17597e+01 -1.38212e+01 -1.38046e+01
4.84000e+00 -7.52914e+00 -1.88200e+01 -1.12732e+01 -1.12909e+01
4.84500e+00 -7.45109e+00 -1.58726e+01 -8.40133e+00 -8.42151e+00
4.85000e+00 -7.09469e+00 -1.29956e+01 -5.91730e+00 -5.90093e+00
4.85500e+00 -6.94174e+00 -1.02126e+01 -3.26095e+00 -3.27085e+00
4.86000e+00 -6.65845e+00 -7.56359e+00 -9.02234e-01 -9.05142e-01
4.86500e+00 -6.39204e+00 -4.95627e+00 1.42456e+00 1.43577e+00
4.87000e+00 -6.26237e+00 -2.53764e+00 3.72212e+00 3.72473e+00
4.87500e+00 -5.92662e+00 -2.55697e-01 5.69583e+00 5.67092e+00
4.88000e+00 -5.80331e+00 1.89144e+00 7.68801e+00 7.69475e+00
4.88500e+00 -5.47789e+00 3.88854e+00 9.35364e+00 9.36643e+00
4.89000e+00 -5.28739e+00 5.71223e+00 1.10201e+01 1.09996e+01
4.89500e+00 -5.03124e+00 7.34359e+00 1.23688e+01 1.23748e+01
4.90000e+00 -4.76153e+00 8.86528e+00 1.36208e+01 1.36268e+01
4.90500e+00 -4.56586e+00 1.01005e+01 1.46814e+01 1.46663e+01
4.91000e+00 -4.25862e+00 1.11941e+01 1.54464e+01 1.54527e+01
4.91500e+00 -4.15726e+00 1.20795e+01 1.62236e+01 1.62367e+01
4.92000e+00 -3.81090e+00 1.27148e+01 1.65286e+01 1.65257e+01
4.92500e+00 -3.64258e+00 1.32113e+01 1.68607e+01 1.68539e+01
4.93000e+00 -3.31634e+00 1.34867e+01 1.67977e+01 1.68030e+01
4.93500e+00 -3.12944e+00 1.36153e+01 1.67461e+01 1.67447e+01
4.94000e+00 -2.86684e+00 1.35099e+01 1.64071e+01 1.63768e+01
4.94500e+00 -2.61378e+00 1.32928e+01 1.59094e+01 1.59066e+01
4.95000e+00 -2.41102e+00 1.29669e+01 1.53731e+01 1.53779e+01
4.95500e+00 -2.11914e+00 1.23106e+01 1.44370e+01 1.44297e+01
4.96000e+00 -1.97892e+00 1.16009e+01 1.35950e+01 1.35799e+01
4.96500e+00 -1.63332e+00 1.06656e+01 1.22939e+01 1.22989e+01
4.97000e+00 -1.45681e+00 9.57869e+00 1.10447e+01 1.10355e+01
4.97500e+00 -1.14306e+00 8.35949e+00 9.51221e+00 9.50255e+00
4.98000e+00 -9.60902e-01 6.95563e+00 7.89793e+00 7.91654e+00
4.98500e+00 -7.07239e-01 5.45503e+00 6.17449e+00 6.16227e+00
4.99000e+00 -4.54404e-01 3.72434e+00 4.20213e+00 4.17875e+00
4.99500e+00 -2.55933e-01 1.94162e+00 2.18840e+00 2.19755e+00
